id,listing_url,scrape_id,last_scraped,name,experiences_offered,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,jurisdiction_names,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
254245,https://www.airbnb.com/rooms/254245,2.02003E+13,3/23/20,Minutes to Manhattan and NJ Shore,none,Charlaine,7/20/11,"Jersey City, New Jersey, United States",within an hour,100%,95%,t,https://a0.muscache.com/im/users/846837/profile_pic/1396965391/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/846837/profile_pic/1396965391/original.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'reviews', 'kba']",t,t,"Jersey City, NJ, United States",,Ward F (councilmember Jermaine D. Robinson),,Jersey City,NJ,7304,New York,"Jersey City, NJ",US,United States,40.71019,-74.06026,t,House,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",,$100.00 ,,,$0.00 ,$60.00 ,2,$40.00 ,6,365,6,6,365,365,6,365,3 months ago,t,29,46,75,344,3/23/20,112,12,11/21/11,12/22/19,95,10,10,10,10,9,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,t,t,3,3,0,0,1.1
269266,https://www.airbnb.com/rooms/269266,2.02003E+13,3/23/20,Modern private 2 bedrooms apt minutes to NYC,none,Magda,11/15/11,"Jersey City, New Jersey, United States",within an hour,100%,100%,f,https://a0.muscache.com/im/users/1410590/profile_pic/1440427140/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1410590/profile_pic/1440427140/original.jpg?aki_policy=profile_x_medium,,8,8,"['email', 'phone', 'facebook', 'reviews']",t,f,"Jersey City, NJ, United States",,Ward F (councilmember Jermaine D. Robinson),,Jersey City,NJ,7304,New York,"Jersey City, NJ",US,United States,40.71266,-74.06329,t,Apartment,Entire home/apt,6,1,2,4,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",,$80.00 ,,,$0.00 ,$30.00 ,2,$20.00 ,2,365,2,2,365,365,2,365,2 weeks ago,t,30,60,90,365,3/23/20,349,51,11/25/11,2/4/20,86,10,10,10,10,9,9,f,,"{""New Jersey State"","" Jersey City""}",t,f,moderate,f,f,8,2,6,0,3.44
270245,https://www.airbnb.com/rooms/270245,2.02003E+13,3/23/20,Private room with own bathroom close to NYC,none,Magda,11/15/11,"Jersey City, New Jersey, United States",within an hour,100%,100%,f,https://a0.muscache.com/im/users/1410590/profile_pic/1440427140/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1410590/profile_pic/1440427140/original.jpg?aki_policy=profile_x_medium,,8,8,"['email', 'phone', 'facebook', 'reviews']",t,f,"Jersey City, NJ, United States",,Ward F (councilmember Jermaine D. Robinson),,Jersey City,NJ,7304,New York,"Jersey City, NJ",US,United States,40.71203,-74.06532,t,Townhouse,Private room,1,1,1,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Long term stays allowed""}",,$35.00 ,$240.00 ,,$0.00 ,$10.00 ,1,$0.00 ,3,365,3,3,365,365,3,365,a week ago,t,12,24,39,218,3/23/20,217,28,12/17/11,1/1/20,90,10,10,10,10,9,10,f,,"{""New Jersey State"","" Jersey City""}",t,f,moderate,f,f,8,2,6,0,2.16
271255,https://www.airbnb.com/rooms/271255,2.02003E+13,3/23/20,Large Room with private bathroom min to Manhattan,none,Magda,11/15/11,"Jersey City, New Jersey, United States",within an hour,100%,100%,f,https://a0.muscache.com/im/users/1410590/profile_pic/1440427140/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1410590/profile_pic/1440427140/original.jpg?aki_policy=profile_x_medium,,8,8,"['email', 'phone', 'facebook', 'reviews']",t,f,"Jersey City, NJ, United States",,Ward F (councilmember Jermaine D. Robinson),,Jersey City,NJ,7304,New York,"Jersey City, NJ",US,United States,40.71258,-74.06284,t,Townhouse,Private room,5,1,1,3,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",""Dishes and silverware"",""Luggage dropoff allowed"",""Long term stays allowed""}",,$55.00 ,,,$0.00 ,$15.00 ,2,$15.00 ,2,365,2,2,365,365,2,365,a week ago,t,28,58,88,363,3/23/20,256,44,4/16/12,2/13/20,87,10,10,10,10,9,9,f,,"{""New Jersey State"","" Jersey City""}",t,f,moderate,f,f,8,2,6,0,2.65
419426,https://www.airbnb.com/rooms/419426,2.02003E+13,3/23/20,160sq/ft bedroom 10min to New York,none,Isabelle,4/7/12,"Jersey City, New Jersey, United States",within an hour,100%,33%,f,https://a0.muscache.com/im/users/2085980/profile_pic/1333773710/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2085980/profile_pic/1333773710/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.72072,-74.04637,t,Loft,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Host greets you"",""Paid parking on premises""}",,$75.00 ,$450.00 ,,,$30.00 ,1,$0.00 ,7,31,7,7,31,31,7,31,3 months ago,t,29,59,89,89,3/23/20,19,1,5/9/12,12/13/19,97,10,10,10,10,9,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,2,1,1,0,0.2
508581,https://www.airbnb.com/rooms/508581,2.02003E+13,3/23/20,7 MIN TO MANHATTAN - LARGE APT,none,Zachary,5/30/12,"South Orange, New Jersey, United States",within an hour,100%,83%,f,https://a0.muscache.com/im/users/2506890/profile_pic/1338435425/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2506890/profile_pic/1338435425/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.71979,-74.04549,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer}",,$155.00 ,"$1,031.00 ","$3,069.00 ",$450.00 ,$75.00 ,2,$25.00 ,8,365,8,8,365,365,8,365,3 months ago,t,0,21,51,326,3/23/20,54,7,7/16/12,1/6/20,89,9,9,10,9,9,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,t,1,1,0,0,0.58
526615,https://www.airbnb.com/rooms/526615,2.02003E+13,3/23/20,"2 bedroom, minutes from bus stop to journal sq",none,Massimo,6/9/12,"Jersey City, New Jersey, United States",within an hour,100%,98%,f,https://a0.muscache.com/im/users/2588186/profile_pic/1406758679/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2588186/profile_pic/1406758679/original.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward A (councilmember Denise Ridley),,Jersey City,NJ,7305,New York,"Jersey City, NJ",US,United States,40.70552,-74.0969,f,Apartment,Entire home/apt,5,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",,$59.00 ,$850.00 ,"$2,800.00 ",$100.00 ,$120.00 ,2,$20.00 ,29,1125,29,29,1125,1125,29,1125,5 months ago,t,9,9,9,9,3/23/20,4,1,6/7/14,1/2/20,100,10,10,10,10,9,10,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,6,6,0,0,0.06
535764,https://www.airbnb.com/rooms/535764,2.02003E+13,3/24/20,Your Own Apartment Two Stops Away,none,Mike,6/13/12,"New Jersey, United States",within a day,100%,89%,t,https://a0.muscache.com/im/users/2632534/profile_pic/1339646061/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2632534/profile_pic/1339646061/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.7268,-74.04791,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Baking sheet"",""Trash can""}",625,$77.00 ,$740.00 ,"$3,000.00 ",$500.00 ,$0.00 ,2,$10.00 ,31,180,31,31,180,180,31,180,5 weeks ago,t,0,0,0,0,3/24/20,140,27,7/4/12,2/16/20,98,10,10,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,moderate,t,t,1,1,0,0,1.49
565677,https://www.airbnb.com/rooms/565677,2.02003E+13,3/23/20,LARGE SUNNY ROOM 15 MIN to NYC !,none,Christopher,6/29/12,"Jersey City, New Jersey, United States",within an hour,100%,100%,t,https://a0.muscache.com/im/users/2781587/profile_pic/1342128236/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2781587/profile_pic/1342128236/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.72137,-74.04642,t,Apartment,Private room,2,1,1,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,Microwave,Refrigerator,""Dishes and silverware""}",,$49.00 ,$420.00 ,"$1,650.00 ",,,1,$10.00 ,2,30,2,2,30,30,2,30,a week ago,t,28,36,54,214,3/23/20,357,67,8/13/12,3/16/20,96,10,9,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,1,0,1,0,3.85
665415,https://www.airbnb.com/rooms/665415,2.02003E+13,3/23/20,"Charming 2BD Loft 1,500 sqft - 10min NYC",none,Isabelle,4/7/12,"Jersey City, New Jersey, United States",within an hour,100%,33%,f,https://a0.muscache.com/im/users/2085980/profile_pic/1333773710/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2085980/profile_pic/1333773710/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.71971,-74.04689,t,Loft,Entire home/apt,3,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Coffee maker"",""Dishes and silverware"",""Host greets you""}",,$135.00 ,$980.00 ,,$300.00 ,$100.00 ,2,$20.00 ,6,20,6,6,20,20,6,20,3 months ago,t,0,0,0,0,3/23/20,7,1,1/1/14,8/12/19,91,9,9,10,9,9,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,2,1,1,0,0.09
675483,https://www.airbnb.com/rooms/675483,2.02003E+13,3/23/20,Room & Private Bath~Minutes to NYC!,none,Leigh,4/30/12,"Jersey City, New Jersey, United States",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/0a21111c-492d-404b-b01b-8ffa0a379a46.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0a21111c-492d-404b-b01b-8ffa0a379a46.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.72268,-74.04251,t,Townhouse,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Paid parking off premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Single level home"",""Garden or backyard"",""Luggage dropoff allowed"",""Shower gel"",""Trash can""}",,$85.00 ,$550.00 ,,,$40.00 ,1,$0.00 ,3,14,3,3,1125,1125,3,1125,a week ago,t,20,24,44,116,3/23/20,295,31,9/17/12,1/12/20,95,10,9,10,10,10,9,f,,"{""New Jersey State"","" Jersey City""}",t,f,moderate,f,t,1,0,1,0,3.22
702975,https://www.airbnb.com/rooms/702975,2.02003E+13,3/23/20,Master Bedroom Downtown JC 13 min walk to 24hrPATH,none,Alessia,9/18/12,United States,within an hour,100%,N/A,f,https://a0.muscache.com/im/users/3609201/profile_pic/1440184220/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3609201/profile_pic/1440184220/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.72669,-74.04805,t,Apartment,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",,$45.00 ,,,,$40.00 ,1,$0.00 ,5,42,5,5,42,42,5,42,3 months ago,t,0,0,0,0,3/23/20,9,0,5/4/14,5/3/18,100,10,10,10,10,9,10,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,1,0,1,0,0.13
818075,https://www.airbnb.com/rooms/818075,2.02003E+13,3/23/20,Lovely Apartment - close to NYC,none,Harriet,12/1/12,"Jersey City, New Jersey, United States",within an hour,100%,96%,f,https://a0.muscache.com/im/users/4296829/profile_pic/1393787648/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4296829/profile_pic/1393787648/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.73889,-74.05091,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",,$85.00 ,$680.00 ,"$2,050.00 ",$200.00 ,$65.00 ,2,$20.00 ,3,270,3,3,270,270,3,270,5 months ago,t,0,27,45,271,3/23/20,113,23,2/10/13,12/28/19,98,10,10,10,10,9,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,moderate,f,f,1,1,0,0,1.3
819782,https://www.airbnb.com/rooms/819782,2.02003E+13,3/23/20,Rooftop Loft with Manhattan Views,none,Ron,12/2/12,"Jersey City, New Jersey, United States",N/A,N/A,50%,f,https://a0.muscache.com/im/pictures/user/84e6ea83-fa12-4f66-92e1-b3367d29dbb6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/84e6ea83-fa12-4f66-92e1-b3367d29dbb6.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.74791,-74.042,t,Loft,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Hot water"",""Dishes and silverware"",""Host greets you""}",,$100.00 ,"$1,200.00 ","$2,250.00 ","$1,000.00 ",$75.00 ,1,$0.00 ,1,30,1,1,30,30,1,30,7 months ago,t,30,60,90,365,3/23/20,5,3,10/8/18,12/30/19,100,10,10,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,1,0,1,0,0.28
829089,https://www.airbnb.com/rooms/829089,2.02003E+13,3/23/20,Great Apt. 10 min from Manhattan,none,Bob & Francois,12/4/12,"Jersey City, New Jersey, United States",within an hour,100%,100%,f,https://a0.muscache.com/im/users/4318265/profile_pic/1354825023/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4318265/profile_pic/1354825023/original.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.71839,-74.04522,t,Apartment,Entire home/apt,3,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Host greets you"",""Shower gel"",""Trash can""}",,$60.00 ,,,$300.00 ,$60.00 ,2,$15.00 ,5,32,4,5,32,32,5,32,3 days ago,t,27,55,81,139,3/23/20,208,24,1/14/13,3/13/20,94,10,9,10,10,10,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,3,3,0,0,2.38
916524,https://www.airbnb.com/rooms/916524,2.02003E+13,3/23/20,7 mins to NYC - Ubliss Luxury Studio Suite,none,UBliss,1/31/13,"Jersey City, New Jersey, United States",within an hour,100%,57%,f,https://a0.muscache.com/im/users/4920221/profile_pic/1359661041/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4920221/profile_pic/1359661041/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'reviews', 'kba']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.7145,-74.03561,t,Apartment,Entire home/apt,3,1,0,0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Doorman,Gym,Elevator,""Free street parking"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven}",,$178.00 ,"$1,250.00 ","$3,700.00 ",$0.00 ,$89.00 ,1,$0.00 ,2,1125,2,2,1125,1125,2,1125,3 months ago,t,30,60,90,355,3/23/20,33,3,3/26/13,2/26/20,81,9,8,9,8,9,8,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,24,24,0,0,0.39
949440,https://www.airbnb.com/rooms/949440,2.02003E+13,3/23/20,"Bright Garden Studio loft, 15 minutes to NYC",none,Laura,9/10/12,"Jersey City, New Jersey, United States",within a few hours,100%,79%,f,https://a0.muscache.com/im/users/3530754/profile_pic/1384414411/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3530754/profile_pic/1384414411/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.72717,-74.06368,t,Loft,Entire home/apt,4,1,1,2,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",900,$75.00 ,,"$1,600.00 ",$110.00 ,$90.00 ,3,$12.00 ,28,370,28,28,370,370,28,370,3 months ago,t,0,0,0,233,3/23/20,44,2,8/23/13,8/30/19,91,10,9,10,10,8,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,t,1,1,0,0,0.55
965750,https://www.airbnb.com/rooms/965750,2.02003E+13,3/23/20,"Calming room, Comfy bed, Caring host",none,Dawn,11/14/11,"Hoboken, New Jersey, United States",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/8b3f21bc-b7dc-4d9c-a128-49a9336aaacb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8b3f21bc-b7dc-4d9c-a128-49a9336aaacb.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'reviews', 'kba']",t,t,"Hoboken, NJ, United States",,Ward E (councilmember James Solomon),,Hoboken,NJ,7030,New York,"Hoboken, NJ",US,United States,40.7362,-74.03975,f,Apartment,Private room,2,1.5,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,Bathtub,""High chair"",""Stair gates"",""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",,$80.00 ,,,$100.00 ,$35.00 ,2,$35.00 ,4,30,4,4,30,30,4,30,6 days ago,t,26,43,57,57,3/23/20,155,22,8/1/13,2/24/20,95,10,9,10,10,10,9,f,,"{""New Jersey State""}",f,f,strict_14_with_grace_period,t,t,2,0,2,0,1.92
